2023-01-01 00:00:20	-146.46	762.28	45.38	14.937	15.437	23.538	77.949	0.9248	1	65538	65539
2023-01-01 00:10:22	-146.46	762.14	45.84	14.875	15.625	23.079	78.561	0.2448	1	65537	65538
2023-01-01 00:30:14	-146.46	762.23	46.16	14.937	15.5	23.14	78.48	0.1556	2	131079	131081
2023-01-01 00:40:15	-146.46	762.19	46.76	14.937	15.437	23.481	78.025	0.1556	2	131079	131081
2023-01-01 00:50:14	-146.46	762.31	47.52	14.937	15.375	23.524	77.968	0.1556	2	131079	131081
2023-01-01 01:00:16	-146.46	762.51	48.23	14.875	15.312	23.59	77.88	0.1556	2	131079	131081
2023-01-01 01:10:13	-146.46	762.54	49.17	14.812	15.312	23.456	78.058	0.1556	2	131079	131081
2023-01-01 01:20:14	-146.46	762.68	50.2	14.812	15.25	23.507	77.991	0.1556	2	131079	131081
2023-01-01 01:30:14	-146.46	762.59	50.82	14.812	15.25	23.494	78.008	0.1556	2	131079	131081
2023-01-01 01:40:13	-146.46	762.59	51.72	14.875	15.187	23.525	77.967	0.1556	2	131079	131081
2023-01-01 01:50:14	-146.46	762.55	52.14	14.812	15.187	23.515	77.981	0.1556	2	131079	131081
2023-01-01 02:00:13	-146.46	762.54	52.83	14.812	15.187	23.486	78.019	0.1556	2	131079	131081
2023-01-01 02:10:14	-146.46	762.61	53.5	14.812	15.125	23.561	77.919	0.1556	2	131079	131081
2023-01-01 02:20:13	-146.46	762.63	54.29	14.75	15.125	23.52	77.973	0.1556	2	131079	131081
2023-01-01 02:30:17	-146.46	762.76	54.83	14.75	15.125	23.453	78.063	0.1556	2	131079	131081
2023-01-01 02:40:14	-146.46	762.73	55.75	14.75	15.062	23.542	77.944	0.1556	2	131079	131081
2023-01-01 02:50:22	-146.46	763.07	56.58	14.75	15.0	23.52	77.973	2.04	0	3	3
2023-01-01 03:00:15	-146.46	763.12	57.47	14.687	14.937	23.528	77.963	2.04	0	3	3
2023-01-01 03:10:37	-146.46	763.22	58.17	14.687	14.937	23.559	77.921	0.1556	2	131079	131081
2023-01-01 03:20:13	-146.46	763.41	58.97	14.625	14.875	23.536	77.952	0.1284	2	131078	131080
2023-01-01 03:30:13	-146.46	763.52	59.74	14.625	14.75	23.504	77.995	0.1284	2	131078	131080
2023-01-01 03:40:14	-146.46	763.6	60.72	14.625	14.687	23.441	78.079	0.1284	2	131078	131080
